,link,detail
73,https://www.linkedin.com/jobs/view/data-scientist-remote-no-c2c-at-novus-professional-services-inc-3383349376?refId=AUi%2FxQKdHOith6pSdx77KA%3D%3D&trackingId=3QK7OhaOS%2Fq8hgP74PDEvQ%3D%3D&position=24&pageNum=0&trk=public_jobs_jserp-result_search-card,"NOVUS Professional Services, Inc. hiring Data Scientist - Remote (No C2C) in Greenwood Village, Colorado, United States | LinkedIn"
74,https://www.linkedin.com/jobs/view/data-scientist-public-sector-at-clarifai-3382852290?refId=AUi%2FxQKdHOith6pSdx77KA%3D%3D&trackingId=rUNpXxzB54PFDcnoNfUUtQ%3D%3D&position=25&pageNum=0&trk=public_jobs_jserp-result_search-card,"Clarifai hiring Data Scientist - Public Sector in Washington, District of Columbia, United States | LinkedIn"
75,https://www.linkedin.com/jobs/view/data-scientist-multiple-openings-at-starbucks-3379637534?refId=nEt171LxMbZLYy6fBK3%2Fdw%3D%3D&trackingId=h5mALiC5qR930n%2BgkorbYQ%3D%3D&position=1&pageNum=0&trk=public_jobs_jserp-result_search-card,"Starbucks hiring data scientist - multiple openings in Seattle, Washington, United States | LinkedIn"
76,https://www.linkedin.com/jobs/view/data-scientist-deep-learning-peacock-at-peacock-3390271556?refId=nEt171LxMbZLYy6fBK3%2Fdw%3D%3D&trackingId=Aw94m2MfyxCSC4jTxQpOAw%3D%3D&position=2&pageNum=0&trk=public_jobs_jserp-result_search-card,"Peacock hiring Data Scientist (Deep Learning), Peacock in New York, New York, United States | LinkedIn"
77,https://www.linkedin.com/jobs/view/data-scientist-at-amicus-3390225272?refId=nEt171LxMbZLYy6fBK3%2Fdw%3D%3D&trackingId=xlDWGmJb%2BEj6jmXx8GTt2g%3D%3D&position=3&pageNum=0&trk=public_jobs_jserp-result_search-card,"Amicus hiring Data Scientist in New York, New York, United States | LinkedIn"
78,https://www.linkedin.com/jobs/view/data-scientist-nyc-at-carbonchain-3382422661?refId=nEt171LxMbZLYy6fBK3%2Fdw%3D%3D&trackingId=fhhrzS9TLQAsBn8gp0PLxA%3D%3D&position=4&pageNum=0&trk=public_jobs_jserp-result_search-card,"CarbonChain hiring Data Scientist [NYC] in New York, New York, United States | LinkedIn"
79,https://www.linkedin.com/jobs/view/data-scientist-at-catalist-3388937849?refId=nEt171LxMbZLYy6fBK3%2Fdw%3D%3D&trackingId=pNorv0gMx8c91OCECdGc5A%3D%3D&position=5&pageNum=0&trk=public_jobs_jserp-result_search-card,"Catalist hiring Data Scientist in Washington, District of Columbia, United States | LinkedIn"
80,https://www.linkedin.com/jobs/view/junior-data-scientist-at-focuskpi-inc-3385020737?refId=nEt171LxMbZLYy6fBK3%2Fdw%3D%3D&trackingId=PcbIYPVf0A2iq4E3a30dJw%3D%3D&position=6&pageNum=0&trk=public_jobs_jserp-result_search-card,"FocusKPI, Inc. hiring Junior Data Scientist in Boston, Massachusetts, United States | LinkedIn"
81,https://www.linkedin.com/jobs/view/data-scientist-full-time-at-bardess-group-ltd-3389875542?refId=nEt171LxMbZLYy6fBK3%2Fdw%3D%3D&trackingId=2%2BQlpoWJVyLO4CPX%2FYAlvg%3D%3D&position=7&pageNum=0&trk=public_jobs_jserp-result_search-card,"Bardess Group Ltd hiring Data Scientist Full Time in New York, New York, United States | LinkedIn"
82,https://www.linkedin.com/jobs/view/data-scientist-at-pomeroy-3384652177?refId=nEt171LxMbZLYy6fBK3%2Fdw%3D%3D&trackingId=iRGBAIyBFFs7ErZjZJZrwg%3D%3D&position=8&pageNum=0&trk=public_jobs_jserp-result_search-card,"Pomeroy hiring Data Scientist in Marietta, Georgia, United States | LinkedIn"
83,https://www.linkedin.com/jobs/view/data-scientist-at-bicp-3378146719?refId=nEt171LxMbZLYy6fBK3%2Fdw%3D%3D&trackingId=Wx3R6%2BNudOEHNFzngv0PDw%3D%3D&position=9&pageNum=0&trk=public_jobs_jserp-result_search-card,"BICP hiring Data Scientist in Beaverton, Oregon, United States | LinkedIn"
84,https://www.linkedin.com/jobs/view/2023-university-graduate-data-scientist-at-uber-3379618648?refId=nEt171LxMbZLYy6fBK3%2Fdw%3D%3D&trackingId=%2BTLhtSZyr8%2BoOzRt%2FAUerw%3D%3D&position=10&pageNum=0&trk=public_jobs_jserp-result_search-card,"Uber hiring 2023 University Graduate - Data Scientist in San Francisco, California, United States | LinkedIn"
85,https://www.linkedin.com/jobs/view/junior-data-scientist-at-clearml-3393620410?refId=nEt171LxMbZLYy6fBK3%2Fdw%3D%3D&trackingId=s3EAjZrD2aDcZ8%2FG3uo59A%3D%3D&position=11&pageNum=0&trk=public_jobs_jserp-result_search-card,ClearML hiring Junior Data Scientist in United States | LinkedIn
86,https://www.linkedin.com/jobs/view/bio-data-scientist-at-x4-technology-3374644533?refId=nEt171LxMbZLYy6fBK3%2Fdw%3D%3D&trackingId=hIpKdVOMAb%2Bg89fhoqhJcQ%3D%3D&position=12&pageNum=0&trk=public_jobs_jserp-result_search-card,"X4 Technology hiring Bio Data Scientist in Boston, Massachusetts, United States | LinkedIn"
87,https://www.linkedin.com/jobs/view/data-scientist-global-decision-science-at-american-express-3380070410?refId=nEt171LxMbZLYy6fBK3%2Fdw%3D%3D&trackingId=UpaPuIT0v1QeC15cHPmWIQ%3D%3D&position=13&pageNum=0&trk=public_jobs_jserp-result_search-card,"American Express hiring Data Scientist - Global Decision Science in New York, New York, United States | LinkedIn"
88,https://www.linkedin.com/jobs/view/data-scientist-at-cinemark-3382811471?refId=nEt171LxMbZLYy6fBK3%2Fdw%3D%3D&trackingId=hv8Mn01zz4fPTjKXlF6z6Q%3D%3D&position=14&pageNum=0&trk=public_jobs_jserp-result_search-card,"Cinemark hiring Data Scientist in Plano, Texas, United States | LinkedIn"
89,https://www.linkedin.com/jobs/view/data-scientist-at-grammarly-3384155765?refId=nEt171LxMbZLYy6fBK3%2Fdw%3D%3D&trackingId=c8q4Ub%2B2IVMPhSJqoPYlSA%3D%3D&position=15&pageNum=0&trk=public_jobs_jserp-result_search-card,"Grammarly hiring Data Scientist in New York, United States | LinkedIn"
90,https://www.linkedin.com/jobs/view/data-scientist-at-lockheed-martin-3376703689?refId=nEt171LxMbZLYy6fBK3%2Fdw%3D%3D&trackingId=ygaLCWx%2F19T%2BItIoXnk7%2FA%3D%3D&position=16&pageNum=0&trk=public_jobs_jserp-result_search-card,"Lockheed Martin hiring Data Scientist in New Mexico, United States | LinkedIn"
91,https://www.linkedin.com/jobs/view/data-scientist-at-uber-3380128037?refId=nEt171LxMbZLYy6fBK3%2Fdw%3D%3D&trackingId=Dwu9n4w0UO8NxBUygDpQfQ%3D%3D&position=17&pageNum=0&trk=public_jobs_jserp-result_search-card,"Uber hiring Data Scientist in San Francisco, California, United States | LinkedIn"
92,https://www.linkedin.com/jobs/view/data-scientist-at-atrium-3390226105?refId=nEt171LxMbZLYy6fBK3%2Fdw%3D%3D&trackingId=LEE%2BsfF3nFHdjvMf5cniBw%3D%3D&position=18&pageNum=0&trk=public_jobs_jserp-result_search-card,Atrium hiring Data Scientist in United States | LinkedIn
93,https://www.linkedin.com/jobs/view/data-scientist-at-uber-3380716832?refId=nEt171LxMbZLYy6fBK3%2Fdw%3D%3D&trackingId=c%2FaeaDFXTAmsJYO0VrojZQ%3D%3D&position=19&pageNum=0&trk=public_jobs_jserp-result_search-card,"Uber hiring Data Scientist in Sunnyvale, California, United States | LinkedIn"
94,https://www.linkedin.com/jobs/view/data-scientist-at-grammarly-3384157495?refId=nEt171LxMbZLYy6fBK3%2Fdw%3D%3D&trackingId=X%2BZ2KaitgTNAWe0EEVNACg%3D%3D&position=20&pageNum=0&trk=public_jobs_jserp-result_search-card,"Grammarly hiring Data Scientist in New Jersey, United States | LinkedIn"
95,https://www.linkedin.com/jobs/view/data-scientist-engineer-at-life-science-people-3366302011?refId=nEt171LxMbZLYy6fBK3%2Fdw%3D%3D&trackingId=c9e%2BJfALYtFtA2fkfBygUg%3D%3D&position=21&pageNum=0&trk=public_jobs_jserp-result_search-card,Life Science People hiring Data Scientist/ Engineer in United States | LinkedIn
96,https://www.linkedin.com/jobs/view/data-scientist-at-hackajob-3389814866?refId=nEt171LxMbZLYy6fBK3%2Fdw%3D%3D&trackingId=EfoWjgeCtmb4dNIDDMf7rw%3D%3D&position=22&pageNum=0&trk=public_jobs_jserp-result_search-card,hackajob hiring Data Scientist in New York City Metropolitan Area | LinkedIn
97,https://www.linkedin.com/jobs/view/data-scientist-at-brillio-3374529660?refId=nEt171LxMbZLYy6fBK3%2Fdw%3D%3D&trackingId=GJDGg4PeaorPuN1oO5e5Hg%3D%3D&position=23&pageNum=0&trk=public_jobs_jserp-result_search-card,"Brillio hiring Data Scientist in Tampa, Florida, United States | LinkedIn"
98,https://www.linkedin.com/jobs/view/data-scientist-remote-no-c2c-at-novus-professional-services-inc-3383349376?refId=nEt171LxMbZLYy6fBK3%2Fdw%3D%3D&trackingId=lHxR64hoPCIMwPL%2FHOtAGg%3D%3D&position=24&pageNum=0&trk=public_jobs_jserp-result_search-card,"NOVUS Professional Services, Inc. hiring Data Scientist - Remote (No C2C) in Greenwood Village, Colorado, United States | LinkedIn"
99,https://www.linkedin.com/jobs/view/data-scientist-public-sector-at-clarifai-3382852290?refId=nEt171LxMbZLYy6fBK3%2Fdw%3D%3D&trackingId=HrdNTl4bCNFuXVmm9oNRoA%3D%3D&position=25&pageNum=0&trk=public_jobs_jserp-result_search-card,"Clarifai hiring Data Scientist - Public Sector in Washington, District of Columbia, United States | LinkedIn"
100,https://www.linkedin.com/jobs/view/data-scientist-multiple-openings-at-starbucks-3379637534?refId=lENCRJiYfmhbA%2FOAVbr%2Fsw%3D%3D&trackingId=A0Bz0uY6vDVJClsL3ECrBw%3D%3D&position=1&pageNum=0&trk=public_jobs_jserp-result_search-card,"Starbucks hiring data scientist - multiple openings in Seattle, Washington, United States | LinkedIn"
101,https://www.linkedin.com/jobs/view/data-scientist-deep-learning-peacock-at-peacock-3390271556?refId=lENCRJiYfmhbA%2FOAVbr%2Fsw%3D%3D&trackingId=sFU3vt7TIQUd6gSXWM9x6w%3D%3D&position=2&pageNum=0&trk=public_jobs_jserp-result_search-card,"Peacock hiring Data Scientist (Deep Learning), Peacock in New York, New York, United States | LinkedIn"
102,https://www.linkedin.com/jobs/view/data-scientist-at-amicus-3390225272?refId=lENCRJiYfmhbA%2FOAVbr%2Fsw%3D%3D&trackingId=u%2BWzMSTCRFHgyhjqRxQNxQ%3D%3D&position=3&pageNum=0&trk=public_jobs_jserp-result_search-card,"Amicus hiring Data Scientist in New York, New York, United States | LinkedIn"
103,https://www.linkedin.com/jobs/view/data-scientist-nyc-at-carbonchain-3382422661?refId=lENCRJiYfmhbA%2FOAVbr%2Fsw%3D%3D&trackingId=qmy2YsZiokiJNzMKuS4Tag%3D%3D&position=4&pageNum=0&trk=public_jobs_jserp-result_search-card,"CarbonChain hiring Data Scientist [NYC] in New York, New York, United States | LinkedIn"
104,https://www.linkedin.com/jobs/view/data-scientist-at-catalist-3388937849?refId=lENCRJiYfmhbA%2FOAVbr%2Fsw%3D%3D&trackingId=PsTIbDOytstSSQY85NDEAg%3D%3D&position=5&pageNum=0&trk=public_jobs_jserp-result_search-card,"Catalist hiring Data Scientist in Washington, District of Columbia, United States | LinkedIn"
105,https://www.linkedin.com/jobs/view/junior-data-scientist-at-focuskpi-inc-3385020737?refId=lENCRJiYfmhbA%2FOAVbr%2Fsw%3D%3D&trackingId=%2B8cnpIxTYJSNBHF9%2B4VDLQ%3D%3D&position=6&pageNum=0&trk=public_jobs_jserp-result_search-card,"FocusKPI, Inc. hiring Junior Data Scientist in Boston, Massachusetts, United States | LinkedIn"
106,https://www.linkedin.com/jobs/view/data-scientist-full-time-at-bardess-group-ltd-3389875542?refId=lENCRJiYfmhbA%2FOAVbr%2Fsw%3D%3D&trackingId=zz8BG1LkQdkI0%2Fv8MsUatg%3D%3D&position=7&pageNum=0&trk=public_jobs_jserp-result_search-card,"Bardess Group Ltd hiring Data Scientist Full Time in New York, New York, United States | LinkedIn"
107,https://www.linkedin.com/jobs/view/data-scientist-at-pomeroy-3384652177?refId=lENCRJiYfmhbA%2FOAVbr%2Fsw%3D%3D&trackingId=IWKSt%2FXokvtPzKYjiuUDUA%3D%3D&position=8&pageNum=0&trk=public_jobs_jserp-result_search-card,"Pomeroy hiring Data Scientist in Marietta, Georgia, United States | LinkedIn"
108,https://www.linkedin.com/jobs/view/data-scientist-at-bicp-3378146719?refId=lENCRJiYfmhbA%2FOAVbr%2Fsw%3D%3D&trackingId=PTgPvr9AL2Q8B7bL7jJcyA%3D%3D&position=9&pageNum=0&trk=public_jobs_jserp-result_search-card,"BICP hiring Data Scientist in Beaverton, Oregon, United States | LinkedIn"
109,https://www.linkedin.com/jobs/view/2023-university-graduate-data-scientist-at-uber-3379618648?refId=lENCRJiYfmhbA%2FOAVbr%2Fsw%3D%3D&trackingId=5DZYW8KPbAqdH1hHo7p9uQ%3D%3D&position=10&pageNum=0&trk=public_jobs_jserp-result_search-card,"Uber hiring 2023 University Graduate - Data Scientist in San Francisco, California, United States | LinkedIn"
110,https://www.linkedin.com/jobs/view/junior-data-scientist-at-clearml-3393620410?refId=lENCRJiYfmhbA%2FOAVbr%2Fsw%3D%3D&trackingId=lDNlTVfhXJbi57hFyNH%2BLw%3D%3D&position=11&pageNum=0&trk=public_jobs_jserp-result_search-card,ClearML hiring Junior Data Scientist in United States | LinkedIn
111,https://www.linkedin.com/jobs/view/bio-data-scientist-at-x4-technology-3374644533?refId=lENCRJiYfmhbA%2FOAVbr%2Fsw%3D%3D&trackingId=9%2BYNNvv9314COX4B9DDlVA%3D%3D&position=12&pageNum=0&trk=public_jobs_jserp-result_search-card,"X4 Technology hiring Bio Data Scientist in Boston, Massachusetts, United States | LinkedIn"
112,https://www.linkedin.com/jobs/view/data-scientist-global-decision-science-at-american-express-3380070410?refId=lENCRJiYfmhbA%2FOAVbr%2Fsw%3D%3D&trackingId=XFPtrQgeQeznllGa%2BNPmbQ%3D%3D&position=13&pageNum=0&trk=public_jobs_jserp-result_search-card,"American Express hiring Data Scientist - Global Decision Science in New York, New York, United States | LinkedIn"
113,https://www.linkedin.com/jobs/view/data-scientist-at-cinemark-3382811471?refId=lENCRJiYfmhbA%2FOAVbr%2Fsw%3D%3D&trackingId=SSfz3m32skxWVgJqbKq6fg%3D%3D&position=14&pageNum=0&trk=public_jobs_jserp-result_search-card,"Cinemark hiring Data Scientist in Plano, Texas, United States | LinkedIn"
114,https://www.linkedin.com/jobs/view/data-scientist-at-grammarly-3384155765?refId=lENCRJiYfmhbA%2FOAVbr%2Fsw%3D%3D&trackingId=IXPm%2F68CiWvrf3L8l6wDig%3D%3D&position=15&pageNum=0&trk=public_jobs_jserp-result_search-card,"Grammarly hiring Data Scientist in New York, United States | LinkedIn"
115,https://www.linkedin.com/jobs/view/data-scientist-at-lockheed-martin-3376703689?refId=lENCRJiYfmhbA%2FOAVbr%2Fsw%3D%3D&trackingId=3%2B0GfzEl%2FIPAWbBVx8UC4A%3D%3D&position=16&pageNum=0&trk=public_jobs_jserp-result_search-card,"Lockheed Martin hiring Data Scientist in New Mexico, United States | LinkedIn"
116,https://www.linkedin.com/jobs/view/data-scientist-at-uber-3380128037?refId=lENCRJiYfmhbA%2FOAVbr%2Fsw%3D%3D&trackingId=8hKcWIuKWloOeIDvU4Fj4w%3D%3D&position=17&pageNum=0&trk=public_jobs_jserp-result_search-card,"Uber hiring Data Scientist in San Francisco, California, United States | LinkedIn"
117,https://www.linkedin.com/jobs/view/data-scientist-at-atrium-3390226105?refId=lENCRJiYfmhbA%2FOAVbr%2Fsw%3D%3D&trackingId=vcp1RD3yvzVkodTJ%2FZFY9w%3D%3D&position=18&pageNum=0&trk=public_jobs_jserp-result_search-card,Atrium hiring Data Scientist in United States | LinkedIn
118,https://www.linkedin.com/jobs/view/data-scientist-at-uber-3380716832?refId=lENCRJiYfmhbA%2FOAVbr%2Fsw%3D%3D&trackingId=mnWNrsWlpZd1wHFbu7XGkg%3D%3D&position=19&pageNum=0&trk=public_jobs_jserp-result_search-card,"Uber hiring Data Scientist in Sunnyvale, California, United States | LinkedIn"
119,https://www.linkedin.com/jobs/view/data-scientist-at-grammarly-3384157495?refId=lENCRJiYfmhbA%2FOAVbr%2Fsw%3D%3D&trackingId=Q%2FNDiUI72pioFx3WfOsIvA%3D%3D&position=20&pageNum=0&trk=public_jobs_jserp-result_search-card,"Grammarly hiring Data Scientist in New Jersey, United States | LinkedIn"
120,https://www.linkedin.com/jobs/view/data-scientist-engineer-at-life-science-people-3366302011?refId=lENCRJiYfmhbA%2FOAVbr%2Fsw%3D%3D&trackingId=8qsV827GUOPaRz3%2FzrU01w%3D%3D&position=21&pageNum=0&trk=public_jobs_jserp-result_search-card,Life Science People hiring Data Scientist/ Engineer in United States | LinkedIn
121,https://www.linkedin.com/jobs/view/data-scientist-at-hackajob-3389814866?refId=lENCRJiYfmhbA%2FOAVbr%2Fsw%3D%3D&trackingId=pYasFGWIX%2F9yu2cQNnF%2Fnw%3D%3D&position=22&pageNum=0&trk=public_jobs_jserp-result_search-card,hackajob hiring Data Scientist in New York City Metropolitan Area | LinkedIn
122,https://www.linkedin.com/jobs/view/data-scientist-at-brillio-3374529660?refId=lENCRJiYfmhbA%2FOAVbr%2Fsw%3D%3D&trackingId=tbddtICKF77FEeBnpw1v6A%3D%3D&position=23&pageNum=0&trk=public_jobs_jserp-result_search-card,"Brillio hiring Data Scientist in Tampa, Florida, United States | LinkedIn"
123,https://www.linkedin.com/jobs/view/data-scientist-remote-no-c2c-at-novus-professional-services-inc-3383349376?refId=lENCRJiYfmhbA%2FOAVbr%2Fsw%3D%3D&trackingId=Bn%2BL8%2Fnazlnna%2BsS85axlQ%3D%3D&position=24&pageNum=0&trk=public_jobs_jserp-result_search-card,"NOVUS Professional Services, Inc. hiring Data Scientist - Remote (No C2C) in Greenwood Village, Colorado, United States | LinkedIn"
124,https://www.linkedin.com/jobs/view/data-scientist-public-sector-at-clarifai-3382852290?refId=lENCRJiYfmhbA%2FOAVbr%2Fsw%3D%3D&trackingId=IByECainkPdVlsOouUiCEQ%3D%3D&position=25&pageNum=0&trk=public_jobs_jserp-result_search-card,"Clarifai hiring Data Scientist - Public Sector in Washington, District of Columbia, United States | LinkedIn"
